Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2019 [YR2019]
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Puerto Rico,PRI,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Qatar,QAT,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Romania,ROU,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Russian Federation,RUS,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Rwanda,RWA,3.2,2.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Samoa,WSM,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,San Marino,SMR,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sao Tome and Principe,STP,0.7,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Saudi Arabia,SAU,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Senegal,SEN,0.4,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Serbia,SRB,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Seychelles,SYC,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sierra Leone,SLE,1.5,1.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Singapore,SGP,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sint Maarten (Dutch part),SXM,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Slovak Republic,SVK,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Slovenia,SVN,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Solomon Islands,SLB,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Somalia,SOM,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Africa,ZAF,18.7,18.7
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Sudan,SSD,2.2,2.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Spain,ESP,0.3,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sri Lanka,LKA,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Kitts and Nevis,KNA,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Lucia,LCA,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Martin (French part),MAF,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Vincent and the Grenadines,VCT,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sudan,SDN,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Suriname,SUR,1.5,1.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Eswatini,SWZ,29.9,28.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sweden,SWE,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Switzerland,CHE,0.2,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Syrian Arab Republic,SYR,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tajikistan,TJK,0.1,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tanzania,TZA,5.3,4.9
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Thailand,THA,1.4,1.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Timor-Leste,TLS,0.1,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Togo,TGO,2.3,2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tonga,TON,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Trinidad and Tobago,TTO,1.3,1.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tunisia,TUN,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turkiye,TUR,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turkmenistan,TKM,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turks and Caicos Islands,TCA,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tuvalu,TUV,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uganda,UGA,6,5.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ukraine,UKR,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Arab Emirates,ARE,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Kingdom,GBR,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United States,USA,0.4,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uruguay,URY,0.5,0.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uzbekistan,UZB,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Vanuatu,VUT,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Venezuela, RB",VEN,0.5,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Viet Nam,VNM,0.4,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Virgin Islands (U.S.),VIR,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,West Bank and Gaza,PSE,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Yemen, Rep.",YEM,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zambia,ZMB,13,12.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zimbabwe,ZWE,14.4,12.6
Forest area (sq. km),AG.LND.FRST.K2,Afghanistan,AFG,12084.4,12084.4
Forest area (sq. km),AG.LND.FRST.K2,Albania,ALB,7891.875,7889
Forest area (sq. km),AG.LND.FRST.K2,Algeria,DZA,19560,19390
Forest area (sq. km),AG.LND.FRST.K2,American Samoa,ASM,172.8,171.6
Forest area (sq. km),AG.LND.FRST.K2,Andorra,AND,160,160
Forest area (sq. km),AG.LND.FRST.K2,Angola,AGO,693826.9,671624.4
Forest area (sq. km),AG.LND.FRST.K2,Antigua and Barbuda,ATG,84.5,81.8
Forest area (sq. km),AG.LND.FRST.K2,Argentina,ARG,290970,286810
Forest area (sq. km),AG.LND.FRST.K2,Armenia,ARM,3295.2,3286.8
Forest area (sq. km),AG.LND.FRST.K2,Aruba,ABW,4.2,4.2
Forest area (sq. km),AG.LND.FRST.K2,Australia,AUS,1330945,1340051
Forest area (sq. km),AG.LND.FRST.K2,Austria,AUT,38811.9,38955.6
Forest area (sq. km),AG.LND.FRST.K2,Azerbaijan,AZE,10778.87,11202.4
Forest area (sq. km),AG.LND.FRST.K2,"Bahamas, The",BHS,5098.6,5098.6
Forest area (sq. km),AG.LND.FRST.K2,Bahrain,BHR,6,6.8
Forest area (sq. km),AG.LND.FRST.K2,Bangladesh,BGD,18834,18834
Forest area (sq. km),AG.LND.FRST.K2,Barbados,BRB,63,63
Forest area (sq. km),AG.LND.FRST.K2,Belarus,BLR,86335,87531
Forest area (sq. km),AG.LND.FRST.K2,Belgium,BEL,6893,6893
Forest area (sq. km),AG.LND.FRST.K2,Belize,BLZ,13328.3,12882.1
Forest area (sq. km),AG.LND.FRST.K2,Benin,BEN,33851.5,31851.5
Forest area (sq. km),AG.LND.FRST.K2,Bermuda,BMU,10,10
Forest area (sq. km),AG.LND.FRST.K2,Bhutan,BTN,27151.8,27231
Forest area (sq. km),AG.LND.FRST.K2,Bolivia,BOL,520272.2,510337.6
Forest area (sq. km),AG.LND.FRST.K2,Bosnia and Herzegovina,BIH,21605,21879.1
Forest area (sq. km),AG.LND.FRST.K2,Botswana,BWA,158462,153730
Forest area (sq. km),AG.LND.FRST.K2,Brazil,BRA,5038848,4977985
Forest area (sq. km),AG.LND.FRST.K2,British Virgin Islands,VGB,36.2,36.2
Forest area (sq. km),AG.LND.FRST.K2,Brunei Darussalam,BRN,3800,3800
Forest area (sq. km),AG.LND.FRST.K2,Bulgaria,BGR,38330,38800
Forest area (sq. km),AG.LND.FRST.K2,Burkina Faso,BFA,64664,62664
Forest area (sq. km),AG.LND.FRST.K2,Burundi,BDI,2796.4,2796.4
Forest area (sq. km),AG.LND.FRST.K2,Cabo Verde,CPV,442.2,454.2
Forest area (sq. km),AG.LND.FRST.K2,Cambodia,KHM,88468.2,82240.6
Forest area (sq. km),AG.LND.FRST.K2,Cameroon,CMR,206204.8,203964.8
Forest area (sq. km),AG.LND.FRST.K2,Canada,CAN,3471157.1,3469650.8
Forest area (sq. km),AG.LND.FRST.K2,Cayman Islands,CYM,127.2,127.2
Forest area (sq. km),AG.LND.FRST.K2,Central African Republic,CAF,224530,223330
Forest area (sq. km),AG.LND.FRST.K2,Chad,TCD,48900,44220
Forest area (sq. km),AG.LND.FRST.K2,Channel Islands,CHI,10.2,10.2
Forest area (sq. km),AG.LND.FRST.K2,Chile,CHL,175960.8,180878
Forest area (sq. km),AG.LND.FRST.K2,China,CHN,2102942.5,2180986.1
Forest area (sq. km),AG.LND.FRST.K2,Colombia,COL,601346.6,593412
Forest area (sq. km),AG.LND.FRST.K2,Comoros,COM,351.1,333.6
Forest area (sq. km),AG.LND.FRST.K2,"Congo, Dem. Rep.",COD,1316621.2,1272566.1
Forest area (sq. km),AG.LND.FRST.K2,"Congo, Rep.",COG,220150,219610
Forest area (sq. km),AG.LND.FRST.K2,Costa Rica,CRI,29530.3,30185
Forest area (sq. km),AG.LND.FRST.K2,Cote d'Ivoire,CIV,34011.5,29496
Forest area (sq. km),AG.LND.FRST.K2,Croatia,HRV,19220,19366.1
Forest area (sq. km),AG.LND.FRST.K2,Cuba,CUB,31840,32420
Forest area (sq. km),AG.LND.FRST.K2,Curacao,CUW,0.7,0.7
Forest area (sq. km),AG.LND.FRST.K2,Cyprus,CYP,1727.1,1725.5
Forest area (sq. km),AG.LND.FRST.K2,Czechia,CZE,26683.9,26752.8
Forest area (sq. km),AG.LND.FRST.K2,Denmark,DNK,6246.8,6275
Forest area (sq. km),AG.LND.FRST.K2,Djibouti,DJI,56,57
Forest area (sq. km),AG.LND.FRST.K2,Dominica,DMA,478.7,478.7
Forest area (sq. km),AG.LND.FRST.K2,Dominican Republic,DOM,21036.5,21360.1
Forest area (sq. km),AG.LND.FRST.K2,Ecuador,ECU,128191.8,125621
Forest area (sq. km),AG.LND.FRST.K2,"Egypt, Arab Rep.",EGY,484.2,449.8
Forest area (sq. km),AG.LND.FRST.K2,El Salvador,SLV,6063.8,5883.8
Forest area (sq. km),AG.LND.FRST.K2,Equatorial Guinea,GNQ,24902.2,24567.8
Forest area (sq. km),AG.LND.FRST.K2,Eritrea,ERI,10710.6,10584.2
Forest area (sq. km),AG.LND.FRST.K2,Estonia,EST,24210.1,24384
Forest area (sq. km),AG.LND.FRST.K2,Ethiopia,ETH,174335,171415
Forest area (sq. km),AG.LND.FRST.K2,Faroe Islands,FRO,0.8,0.8
Forest area (sq. km),AG.LND.FRST.K2,Fiji,FJI,11066.2,11333.4
Forest area (sq. km),AG.LND.FRST.K2,Finland,FIN,224090,224090
Forest area (sq. km),AG.LND.FRST.K2,France,FRA,168360,171696
Forest area (sq. km),AG.LND.FRST.K2,French Polynesia,PYF,1494.6,1494.6
Forest area (sq. km),AG.LND.FRST.K2,Gabon,GAB,235900,235424.8
Forest area (sq. km),AG.LND.FRST.K2,"Gambia, The",GMB,2713.4,2484
Forest area (sq. km),AG.LND.FRST.K2,Georgia,GEO,28224,28224
Forest area (sq. km),AG.LND.FRST.K2,Germany,DEU,114190,114190
Forest area (sq. km),AG.LND.FRST.K2,Ghana,GHA,78804.4,79784.8
Forest area (sq. km),AG.LND.FRST.K2,Gibraltar,GIB,0,0
Forest area (sq. km),AG.LND.FRST.K2,Greece,GRC,39018.03,39018
Forest area (sq. km),AG.LND.FRST.K2,Greenland,GRL,2.2,2.2
Forest area (sq. km),AG.LND.FRST.K2,Grenada,GRD,177,177
Forest area (sq. km),AG.LND.FRST.K2,Guam,GUM,250,280
Forest area (sq. km),AG.LND.FRST.K2,Guatemala,GTM,35858,35394
Forest area (sq. km),AG.LND.FRST.K2,Guinea,GIN,63890,62290
Forest area (sq. km),AG.LND.FRST.K2,Guinea-Bissau,GNB,20222.1,19884.5
Forest area (sq. km),AG.LND.FRST.K2,Guyana,GUY,184613.6,184245.4
Forest area (sq. km),AG.LND.FRST.K2,Haiti,HTI,3628.5,3504.1
Forest area (sq. km),AG.LND.FRST.K2,Honduras,HND,64638.3,63802.1
Forest area (sq. km),AG.LND.FRST.K2,"Hong Kong SAR, China",HKG,..,..
Forest area (sq. km),AG.LND.FRST.K2,Hungary,HUN,20608.2,20544.7
Forest area (sq. km),AG.LND.FRST.K2,Iceland,ISL,481.6,506.9
Forest area (sq. km),AG.LND.FRST.K2,India,IND,708280,718936
Forest area (sq. km),AG.LND.FRST.K2,Indonesia,IDN,950279,927387.3
Forest area (sq. km),AG.LND.FRST.K2,"Iran, Islamic Rep.",IRN,106919.8,107434.7
Forest area (sq. km),AG.LND.FRST.K2,Iraq,IRQ,8250,8250
Forest area (sq. km),AG.LND.FRST.K2,Ireland,IRL,7546.7,7780.2
Forest area (sq. km),AG.LND.FRST.K2,Isle of Man,IMN,34.6,34.6
Forest area (sq. km),AG.LND.FRST.K2,Israel,ISR,1650,1400
Forest area (sq. km),AG.LND.FRST.K2,Italy,ITA,92970.8,95123.2
Forest area (sq. km),AG.LND.FRST.K2,Jamaica,JAM,5774.6,5930
Forest area (sq. km),AG.LND.FRST.K2,Japan,JPN,249440,249350
Forest area (sq. km),AG.LND.FRST.K2,Jordan,JOR,975,975
Forest area (sq. km),AG.LND.FRST.K2,Kazakhstan,KAZ,33084.562,34254.4
Forest area (sq. km),AG.LND.FRST.K2,Kenya,KEN,35224.1,36110.9
Forest area (sq. km),AG.LND.FRST.K2,Kiribati,KIR,11.8,11.8
Forest area (sq. km),AG.LND.FRST.K2,"Korea, Dem. People's Rep.",PRK,61362.4,60513.2
Forest area (sq. km),AG.LND.FRST.K2,"Korea, Rep.",KOR,63370,62970
Forest area (sq. km),AG.LND.FRST.K2,Kosovo,XKX,..,..
Forest area (sq. km),AG.LND.FRST.K2,Kuwait,KWT,62.5,62.5
Forest area (sq. km),AG.LND.FRST.K2,Kyrgyz Republic,KGZ,12518.1,12971.4
Forest area (sq. km),AG.LND.FRST.K2,Lao PDR,LAO,167680,166300
Forest area (sq. km),AG.LND.FRST.K2,Latvia,LVA,33914.4,34069.2
Forest area (sq. km),AG.LND.FRST.K2,Lebanon,LBN,1403.3,1427.3
Forest area (sq. km),AG.LND.FRST.K2,Lesotho,LSO,345.2,345.2
Forest area (sq. km),AG.LND.FRST.K2,Liberia,LBR,77687.4,76477
Forest area (sq. km),AG.LND.FRST.K2,Libya,LBY,2170,2170
Forest area (sq. km),AG.LND.FRST.K2,Liechtenstein,LIE,67,67
Forest area (sq. km),AG.LND.FRST.K2,Lithuania,LTU,21870,22000
Forest area (sq. km),AG.LND.FRST.K2,Luxembourg,LUX,887,887
Forest area (sq. km),AG.LND.FRST.K2,"Macao SAR, China",MAC,..,..
Forest area (sq. km),AG.LND.FRST.K2,North Macedonia,MKD,9944,10014.9
Forest area (sq. km),AG.LND.FRST.K2,Madagascar,MDG,124958.9,124430.3
Forest area (sq. km),AG.LND.FRST.K2,Malawi,MWI,24517,22837
Forest area (sq. km),AG.LND.FRST.K2,Malaysia,MYS,194642.2,191641.9
Forest area (sq. km),AG.LND.FRST.K2,Maldives,MDV,8.2,8.2
Forest area (sq. km),AG.LND.FRST.K2,Mali,MLI,132960,132960
Forest area (sq. km),AG.LND.FRST.K2,Malta,MLT,3.5,4.6
Forest area (sq. km),AG.LND.FRST.K2,Marshall Islands,MHL,94,94
Forest area (sq. km),AG.LND.FRST.K2,Mauritania,MRT,3400.4,3183
Forest area (sq. km),AG.LND.FRST.K2,Mauritius,MUS,383,387.3
Forest area (sq. km),AG.LND.FRST.K2,Mexico,MEX,663309.1,658198.5
Forest area (sq. km),AG.LND.FRST.K2,"Micronesia, Fed. Sts.",FSM,642.7,643.9
Forest area (sq. km),AG.LND.FRST.K2,Moldova,MDA,3864,3865
Forest area (sq. km),AG.LND.FRST.K2,Monaco,MCO,0,0
Forest area (sq. km),AG.LND.FRST.K2,Mongolia,MNG,141783.3,141738.9
Forest area (sq. km),AG.LND.FRST.K2,Montenegro,MNE,8270,8270
Forest area (sq. km),AG.LND.FRST.K2,Morocco,MAR,56846.9,57320.9
Forest area (sq. km),AG.LND.FRST.K2,Mozambique,MOZ,379400,369661.1
Forest area (sq. km),AG.LND.FRST.K2,Myanmar,MMR,299924.4,288336
Forest area (sq. km),AG.LND.FRST.K2,Namibia,NAM,69939.5,67099.1
Forest area (sq. km),AG.LND.FRST.K2,Nauru,NRU,0,0
Forest area (sq. km),AG.LND.FRST.K2,Nepal,NPL,59620.3,59620.3
Forest area (sq. km),AG.LND.FRST.K2,Netherlands,NLD,3648.3,3685.7
Forest area (sq. km),AG.LND.FRST.K2,New Caledonia,NCL,8385.2,8381.2
Forest area (sq. km),AG.LND.FRST.K2,New Zealand,NZL,98466.1,98655.2
Forest area (sq. km),AG.LND.FRST.K2,Nicaragua,NIC,39075.3,35075.3
Forest area (sq. km),AG.LND.FRST.K2,Niger,NER,11418,10921.2
Forest area (sq. km),AG.LND.FRST.K2,Nigeria,NGA,224434.5,217902.5
Forest area (sq. km),AG.LND.FRST.K2,Northern Mariana Islands,MNP,294.9,243.6
Forest area (sq. km),AG.LND.FRST.K2,Norway,NOR,121410,121722
Forest area (sq. km),AG.LND.FRST.K2,Oman,OMN,30,25
Forest area (sq. km),AG.LND.FRST.K2,Pakistan,PAK,39326,37672.4
Forest area (sq. km),AG.LND.FRST.K2,Palau,PLW,409.9,413.3
Forest area (sq. km),AG.LND.FRST.K2,Panama,PAN,42709.1,42252.5
Forest area (sq. km),AG.LND.FRST.K2,Papua New Guinea,PNG,360244.209,358892.9
Forest area (sq. km),AG.LND.FRST.K2,Paraguay,PRY,174989.4,163816
Forest area (sq. km),AG.LND.FRST.K2,Peru,PER,731945.3,725032
Forest area (sq. km),AG.LND.FRST.K2,Philippines,PHL,70141.5,71537
Forest area (sq. km),AG.LND.FRST.K2,Poland,POL,94200,94710
Forest area (sq. km),AG.LND.FRST.K2,Portugal,PRT,33120,33120
Forest area (sq. km),AG.LND.FRST.K2,Puerto Rico,PRI,4938.8,4958.4
Forest area (sq. km),AG.LND.FRST.K2,Qatar,QAT,0,0
Forest area (sq. km),AG.LND.FRST.K2,Romania,ROU,69009.6,69290.5
Forest area (sq. km),AG.LND.FRST.K2,Russian Federation,RUS,8149304.6,8153116
Forest area (sq. km),AG.LND.FRST.K2,Rwanda,RWA,2700,2750
Forest area (sq. km),AG.LND.FRST.K2,Samoa,WSM,1640.7,1621.5
Forest area (sq. km),AG.LND.FRST.K2,San Marino,SMR,10,10
Forest area (sq. km),AG.LND.FRST.K2,Sao Tome and Principe,STP,550,525.2
Forest area (sq. km),AG.LND.FRST.K2,Saudi Arabia,SAU,9770,9770
Forest area (sq. km),AG.LND.FRST.K2,Senegal,SEN,82681.6,81081.6
Forest area (sq. km),AG.LND.FRST.K2,Serbia,SRB,27195.3,27222.2
Forest area (sq. km),AG.LND.FRST.K2,Seychelles,SYC,337,337
Forest area (sq. km),AG.LND.FRST.K2,Sierra Leone,SLE,26335.3,25546.1
Forest area (sq. km),AG.LND.FRST.K2,Singapore,SGP,164.714,157.5
Forest area (sq. km),AG.LND.FRST.K2,Sint Maarten (Dutch part),SXM,3.7,3.7
Forest area (sq. km),AG.LND.FRST.K2,Slovak Republic,SVK,19217.5,19259
Forest area (sq. km),AG.LND.FRST.K2,Slovenia,SVN,12480,12398.6
Forest area (sq. km),AG.LND.FRST.K2,Solomon Islands,SLB,25266.2,25237
Forest area (sq. km),AG.LND.FRST.K2,Somalia,SOM,63637.5,60567.5
Forest area (sq. km),AG.LND.FRST.K2,South Africa,ZAF,172320.9,170864.9
Forest area (sq. km),AG.LND.FRST.K2,South Sudan,SSD,71570,71570
Forest area (sq. km),AG.LND.FRST.K2,Spain,ESP,185511.8,185678.8
Forest area (sq. km),AG.LND.FRST.K2,Sri Lanka,LKA,21288.2,21161.8
Forest area (sq. km),AG.LND.FRST.K2,St. Kitts and Nevis,KNA,110,110
Forest area (sq. km),AG.LND.FRST.K2,St. Lucia,LCA,207.7,207.7
Forest area (sq. km),AG.LND.FRST.K2,St. Martin (French part),MAF,12.4,12.4
Forest area (sq. km),AG.LND.FRST.K2,St. Vincent and the Grenadines,VCT,285.4,285.4
Forest area (sq. km),AG.LND.FRST.K2,Sudan,SDN,192099.3,185317.1
Forest area (sq. km),AG.LND.FRST.K2,Suriname,SUR,152516.7,152085.3
Forest area (sq. km),AG.LND.FRST.K2,Eswatini,SWZ,4915,4963.5
Forest area (sq. km),AG.LND.FRST.K2,Sweden,SWE,279800,279800
Forest area (sq. km),AG.LND.FRST.K2,Switzerland,CHE,12519.1,12656.7
Forest area (sq. km),AG.LND.FRST.K2,Syrian Arab Republic,SYR,5220.8,5220.8
Forest area (sq. km),AG.LND.FRST.K2,Tajikistan,TJK,4218,4228
Forest area (sq. km),AG.LND.FRST.K2,Tanzania,TZA,480900,462140
Forest area (sq. km),AG.LND.FRST.K2,Thailand,THA,200610,199090
Forest area (sq. km),AG.LND.FRST.K2,Timor-Leste,TLS,9281,9225
Forest area (sq. km),AG.LND.FRST.K2,Togo,TGO,12240.7,12122.3
Forest area (sq. km),AG.LND.FRST.K2,Tonga,TON,89.5,89.5
Forest area (sq. km),AG.LND.FRST.K2,Trinidad and Tobago,TTO,2302.9,2286.1
Forest area (sq. km),AG.LND.FRST.K2,Tunisia,TUN,6950.8,7012
Forest area (sq. km),AG.LND.FRST.K2,Turkiye,TUR,216303,220643.6
Forest area (sq. km),AG.LND.FRST.K2,Turkmenistan,TKM,41270,41270
Forest area (sq. km),AG.LND.FRST.K2,Turks and Caicos Islands,TCA,105.2,105.2
Forest area (sq. km),AG.LND.FRST.K2,Tuvalu,TUV,10,10
Forest area (sq. km),AG.LND.FRST.K2,Uganda,UGA,25441.6,23791.5
Forest area (sq. km),AG.LND.FRST.K2,Ukraine,UKR,96570,96840
Forest area (sq. km),AG.LND.FRST.K2,United Arab Emirates,ARE,3173,3173
Forest area (sq. km),AG.LND.FRST.K2,United Kingdom,GBR,31550,31820
Forest area (sq. km),AG.LND.FRST.K2,United States,USA,3100950,3097950
Forest area (sq. km),AG.LND.FRST.K2,Uruguay,URY,19200,20100
Forest area (sq. km),AG.LND.FRST.K2,Uzbekistan,UZB,35494,36638.2
Forest area (sq. km),AG.LND.FRST.K2,Vanuatu,VUT,4423,4423
Forest area (sq. km),AG.LND.FRST.K2,"Venezuela, RB",VEN,466830,462720
Forest area (sq. km),AG.LND.FRST.K2,Viet Nam,VNM,140618.6,145671.9
Forest area (sq. km),AG.LND.FRST.K2,Virgin Islands (U.S.),VIR,191.6,197.6
Forest area (sq. km),AG.LND.FRST.K2,West Bank and Gaza,PSE,101.4,101.4
Forest area (sq. km),AG.LND.FRST.K2,"Yemen, Rep.",YEM,5490,5490
Forest area (sq. km),AG.LND.FRST.K2,Zambia,ZMB,457551,450022.4
Forest area (sq. km),AG.LND.FRST.K2,Zimbabwe,ZWE,176749.3,174906.5
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Afghanistan,AFG,0.943409015123385,1.04124217051312
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Albania,ALB,12.3770142532814,11.4656908158899
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Algeria,DZA,20.9396756320465,20.6387339573151
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,American Samoa,ASM,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Andorra,AND,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Angola,AGO,128.236390118458,122.23732561279
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Antigua and Barbuda,ATG,326.762626262626,384.330522742338
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Argentina,ARG,15.7800287984402,15.1618662038854
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Armenia,ARM,3.22534765232702,4.49127242500766
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Aruba,ABW,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Australia,AUS,146.612683854568,141.953785978346
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Austria,AUT,109.447320495858,118.610183426724
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Azerbaijan,AZE,4.54069940582993,4.25849153089429
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,"Bahamas, The",BHS,..,..
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Bahrain,BHR,195.63702742822,225.281925919012
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Bangladesh,BGD,5.44038494402818,7.19147818788312
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Barbados,BRB,67.6950064285714,69.5227043339595
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Belarus,BLR,38.9881831122989,43.4763113499518
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,Belgium,BEL,115.757530005379,117.92272398805
